2026/05/09 11:01:05.784, 38
2026/05/09 11:01:06.838, 38
2026/05/09 11:01:07.871, 960
2026/05/09 11:01:08.898, 960
2026/05/09 11:01:09.922, 960
2026/05/09 11:01:10.949, 960
2026/05/09 11:01:11.965, 960
2026/05/09 11:01:12.987, 960
2026/05/09 11:01:14.009, 2112
2026/05/09 11:01:15.032, 2112
2026/05/09 11:01:16.055, 2112
2026/05/09 11:01:17.080, 2112
2026/05/09 11:01:18.107, 2112
2026/05/09 11:01:19.135, 2112
2026/05/09 11:01:20.153, 2112
2026/05/09 11:01:21.175, 2112
2026/05/09 11:01:22.199, 2112
2026/05/09 11:01:23.226, 2112
2026/05/09 11:01:24.253, 2112
